,id,kudos,tag17,tag1,tag9,tag121,tag20845,tag38,tag20952,tag1461,tag1462,tag20991
2062,16687978,6463.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,14811968,6463.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2064,9214844,6460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,688651,6460.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2066,13307940,6460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,4593846,6460.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,11450079,6458.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,311092,6452.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,19387651,6452.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,5101361,6452.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,3418085,6451.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2073,2697512,6451.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,5706301,6451.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,666520,6450.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2076,635514,6448.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2077,2439302,6446.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,22011667,6446.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2079,3161192,6445.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2081,3509384,6445.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,586313,6445.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2083,4120198,6443.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,8274067,6443.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,5600752,6441.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,337754,6441.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,6355324,6441.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,2154939,6439.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,394999,6439.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2090,3331688,6439.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2091,8565544,6438.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,1046159,6438.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,596501,6436.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2094,1699244,6436.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2095,610909,6436.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,3131873,6433.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2097,19324027,6433.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,6674608,6432.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,2652548,6430.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2100,500736,6429.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2101,334579,6429.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,10869282,6428.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2103,1602671,6428.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,4218687,6427.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,14428818,6426.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2106,7946893,6423.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2107,8928265,6422.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,74099,6421.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,17010603,6420.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,524430,6420.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,12203973,6419.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,1115311,6416.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,14371158,6415.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,11687061,6414.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2115,13914531,6414.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,13183083,6413.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2117,542089,6413.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,20256982,6411.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,603307,6407.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2120,2741795,6406.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2121,1009260,6403.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,78007,6403.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,11710770,6403.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,511559,6398.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2126,3479060,6397.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,7466481,6396.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,398023,6394.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2129,4428050,6393.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,3520175,6391.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2131,10513749,6390.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,9479198,6390.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2133,9469199,6389.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,3578757,6389.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,2792225,6387.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2136,1056312,6387.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,13454583,6383.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2138,12671286,6383.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,1584212,6381.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2140,662044,6381.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2141,1519292,6377.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2142,2319629,6377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2143,10171604,6377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,19802275,6376.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,700399,6375.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2146,6930373,6375.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,880458,6375.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,18784435,6372.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,218064,6368.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,6305758,6366.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,13149423,6366.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2152,2282646,6366.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2153,46197,6365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,1006071,6364.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2155,5644219,6364.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,10933323,6361.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,4167129,6361.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,11556624,6360.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,6201580,6359.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,11190075,6359.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2162,14854668,6359.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,420398,6358.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2164,20825921,6357.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2165,8142091,6354.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2166,7452358,6353.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2167,14545881,6351.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,16116290,6351.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2169,6176572,6350.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,16616795,6349.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2171,265877,6347.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,8741032,6347.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,10212815,6347.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,5713528,6346.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2175,15975458,6342.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2176,432738,6341.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,5299019,6340.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,954122,6338.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2179,3440567,6338.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,3310610,6337.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2181,504839,6335.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2182,18677251,6334.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,5502995,6333.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,6329503,6332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2185,15925412,6331.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2186,246966,6330.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,11612991,6329.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,6346363,6328.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,5457311,6328.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,8210623,6326.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2191,9001282,6326.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,10832103,6324.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,682009,6323.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2194,21579379,6322.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,513464,6322.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2196,6172684,6318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,8750821,6317.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,5701948,6317.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,1982313,6315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,1034803,6312.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2201,5855923,6312.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2202,833091,6311.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,1717166,6311.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2204,16295960,6311.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,12970818,6308.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,22074589,6307.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,13106973,6307.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,17890052,6305.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2209,10487691,6304.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2210,13233594,6304.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,14618868,6303.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2212,5336315,6303.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2213,12952950,6298.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,494729,6298.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2215,6754972,6297.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,368646,6297.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,649537,6296.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,2098083,6294.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,12240507,6293.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2220,9816140,6293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,11228187,6292.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,13753611,6292.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2223,10673940,6292.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,8584879,6290.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,782703,6289.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2226,3788446,6288.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2227,5677141,6287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,13616070,6287.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,783425,6284.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,178514,6282.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,17241959,6282.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,304401,6282.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,14760071,6282.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,5490182,6280.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,610141,6280.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,4917343,6279.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2237,2662769,6279.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2238,20862773,6274.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,779253,6274.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,3244514,6274.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,811746,6273.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,3686067,6272.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2243,22041796,6271.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,384343,6271.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,4221948,6270.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2246,17431178,6270.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,19073335,6268.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,6986518,6267.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,1214155,6267.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,7684219,6267.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2251,2745563,6267.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2252,6762790,6262.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,13414074,6261.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,407062,6259.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,247356,6259.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2256,12984054,6257.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2257,509346,6257.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2258,1002327,6257.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2259,3491189,6257.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2260,6796465,6256.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2261,20463974,6255.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2262,8698702,6254.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,2542955,6253.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2264,11490066,6253.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2265,14152287,6250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,583508,6248.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2267,7871041,6248.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2268,5848564,6248.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2269,16176539,6248.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2270,13554528,6247.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2271,3670266,6246.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2272,1052869,6246.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2273,1043794,6245.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,886668,6245.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2275,369436,6244.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2276,427053,6243.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,18495385,6243.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2278,346797,6241.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2279,7870165,6239.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,19252558,6238.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2281,12025704,6235.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2282,3389366,6235.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,855510,6234.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2284,3720139,6234.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,5021158,6233.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,7124200,6232.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,563312,6232.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2288,1981359,6229.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2289,3597288,6229.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,2664137,6227.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2291,1289392,6226.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,7378066,6224.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,13076754,6222.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,2111112,6219.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2295,14681208,6217.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2296,571547,6217.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2297,8928577,6216.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,16878510,6215.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2299,16771753,6214.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2300,15872568,6213.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,6872434,6212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2302,8726986,6211.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,18688036,6208.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,5076952,6208.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2305,11007471,6208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,1656575,6205.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2307,641558,6203.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,1485853,6202.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2309,10510071,6201.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,1034784,6198.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,1097931,6197.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2312,14079660,6194.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,377319,6194.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,15400059,6192.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,3112523,6191.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,10797096,6191.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2317,10812858,6191.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2318,19339156,6191.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2319,470055,6189.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2320,10607529,6186.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2321,4497936,6185.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2322,536057,6185.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2323,16304705,6184.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2324,13437321,6183.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,19237858,6182.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,4128856,6182.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2327,941400,6182.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2328,478180,6180.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2329,1185555,6179.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,7190444,6174.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,731818,6174.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,14384298,6173.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2333,1491730,6173.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
